@relation  letter
@attribute X-box numeric
@attribute Y-box numeric
@attribute Width numeric
@attribute High numeric
@attribute Onpix numeric
@attribute X-bar numeric
@attribute Y-bar numeric
@attribute X2bar numeric
@attribute Y2bar numeric
@attribute Xybar numeric
@attribute X2ybr numeric
@attribute Xy2br numeric
@attribute X-ege numeric
@attribute Xegvy numeric
@attribute Y-ege numeric
@attribute Yegvx numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}


@data
4, 6, 5, 4, 3, 9, 6, 2, 9, 11, 4, 9, 1, 7, 6, 10, Z
4, 7, 6, 5, 3, 7, 8, 2, 9, 11, 6, 8, 1, 9, 6, 8, Z
1, 1, 2, 2, 1, 7, 7, 5, 8, 6, 6, 8, 2, 8, 6, 8, Z
2, 4, 4, 3, 2, 8, 7, 2, 9, 11, 5, 9, 1, 8, 5, 8, Z
5, 11, 7, 9, 5, 8, 6, 6, 11, 7, 5, 6, 2, 7, 8, 8, Z
2, 1, 2, 1, 1, 7, 7, 3, 11, 8, 6, 8, 0, 8, 6, 8, Z
3, 6, 4, 4, 1, 7, 7, 3, 13, 9, 6, 8, 0, 8, 8, 8, Z
4, 9, 6, 6, 4, 7, 8, 2, 10, 12, 7, 8, 1, 9, 6, 8, Z
3, 9, 4, 6, 2, 7, 7, 4, 14, 9, 6, 8, 0, 8, 8, 8, Z
6, 10, 8, 8, 6, 8, 7, 2, 9, 12, 5, 8, 1, 8, 6, 8, Z
3, 7, 4, 5, 2, 7, 7, 4, 13, 9, 6, 8, 0, 8, 8, 8, Z
3, 4, 4, 6, 2, 7, 7, 4, 14, 9, 6, 8, 0, 8, 8, 8, Z
1, 3, 2, 2, 1, 7, 7, 5, 8, 6, 6, 8, 1, 8, 7, 8, Z
8, 10, 6, 14, 5, 6, 11, 3, 3, 12, 7, 6, 3, 9, 13, 5, Z
1, 3, 3, 2, 1, 7, 8, 2, 9, 11, 6, 8, 1, 8, 5, 7, Z
3, 5, 5, 6, 3, 10, 3, 2, 6, 7, 3, 6, 1, 8, 7, 7, Z
4, 10, 5, 8, 2, 7, 7, 4, 14, 10, 6, 8, 0, 8, 8, 8, Z
4, 7, 6, 5, 3, 7, 7, 2, 9, 12, 6, 9, 1, 9, 6, 8, Z
2, 4, 4, 3, 1, 7, 8, 2, 9, 11, 7, 7, 1, 8, 5, 6, Z
2, 3, 3, 2, 2, 7, 8, 5, 9, 6, 6, 9, 1, 8, 7, 8, Z
5, 6, 4, 9, 4, 9, 4, 4, 3, 11, 6, 9, 2, 10, 8, 8, Z
3, 7, 4, 5, 4, 9, 9, 5, 3, 7, 5, 7, 3, 8, 9, 4, Z
5, 8, 7, 10, 6, 11, 4, 3, 5, 9, 2, 7, 2, 7, 6, 9, Z
4, 7, 4, 5, 3, 7, 7, 5, 11, 7, 6, 9, 1, 8, 8, 8, Z
2, 4, 3, 3, 2, 7, 7, 5, 9, 6, 6, 8, 2, 8, 7, 8, Z
3, 5, 4, 7, 2, 7, 7, 4, 14, 10, 6, 8, 0, 8, 8, 8, Z
4, 8, 5, 6, 5, 8, 7, 3, 8, 8, 6, 7, 1, 8, 10, 9, Z
3, 7, 5, 5, 2, 9, 5, 3, 9, 11, 4, 9, 2, 7, 6, 9, Z
4, 5, 5, 7, 2, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
3, 8, 4, 6, 4, 7, 8, 5, 9, 7, 6, 9, 1, 9, 7, 7, Z
5, 9, 6, 7, 3, 7, 7, 4, 15, 9, 6, 8, 0, 8, 8, 8, Z
4, 5, 6, 7, 4, 11, 5, 4, 4, 9, 3, 8, 2, 6, 5, 9, Z
4, 6, 5, 4, 3, 6, 9, 3, 8, 11, 9, 6, 2, 9, 6, 5, Z
7, 10, 9, 7, 6, 7, 8, 2, 9, 12, 6, 8, 1, 8, 6, 8, Z
6, 9, 6, 4, 4, 9, 5, 4, 8, 11, 4, 9, 3, 6, 6, 9, Z
3, 6, 5, 4, 4, 6, 7, 3, 7, 7, 6, 9, 0, 8, 8, 7, Z
7, 8, 5, 11, 4, 7, 6, 6, 5, 10, 7, 7, 3, 9, 9, 7, Z
5, 8, 7, 6, 4, 6, 9, 3, 10, 11, 9, 5, 1, 8, 6, 5, Z
2, 5, 2, 4, 2, 7, 7, 5, 8, 6, 6, 8, 2, 8, 7, 8, Z
5, 10, 5, 5, 3, 5, 8, 2, 9, 11, 8, 8, 3, 6, 6, 5, Z
4, 6, 6, 4, 4, 8, 7, 2, 9, 12, 6, 8, 1, 8, 5, 8, Z
2, 3, 4, 2, 2, 7, 8, 2, 9, 12, 7, 7, 1, 8, 5, 7, Z
5, 7, 6, 5, 5, 9, 6, 5, 4, 7, 5, 7, 3, 8, 10, 6, Z
3, 7, 4, 5, 3, 7, 7, 3, 12, 8, 6, 8, 0, 8, 8, 7, Z
2, 4, 4, 3, 2, 7, 8, 2, 9, 11, 6, 8, 1, 9, 5, 8, Z
2, 5, 4, 4, 2, 7, 8, 2, 10, 12, 7, 7, 1, 8, 5, 6, Z
5, 10, 6, 8, 7, 8, 9, 3, 7, 8, 6, 8, 2, 10, 13, 7, Z
